@relation "cora-ATVYOall"

@attribute author string
@attribute year string
@attribute title string
@attribute venue string
@attribute other string
@attribute all string
@attribute class {'aha1987', 'aha1989', 'aha1990', 'aha1991', 'aha1992', 'ahlskog1994a', 'asfahl1992a', 'auer1995a', 'benford1993a', 'benford1994a', 'benford1995a', 'benford1995b', 'blum1993', 'blum1994', 'brodley1992', 'brodley1992b', 'brodley1994', 'brodley1995', 'brown1992a', 'buth1992a', 'callan1991', 'callan1991aaai', 'cardie1993', 'carlson1993a', 'caruana1993', 'cesa-bianchi1993', 'cesa-bianchi1994', 'cesa-bianchi1994b', 'cesa-bianchi1996', 'cesa-bianchi1997', 'chapman1987', 'chapman1991', 'cheng1996', 'clark1993', 'cleeremans1989', 'clouse1992', 'cohen1998', 'conery1981', 'conery1983', 'conery1985', 'conery1985a', 'conery19xx', 'connel1987', 'connell1987', 'cramer1985a', 'craven1993', 'daelemans1995a', 'danyluk1993', 'dasarathy1991', 'datta1992', 'datta1995', 'deb1989a', 'dempster1977a', 'dietterich1996', 'dill1997a', 'dill1997b', 'draper1994', 'drucker1992', 'drucker1993', 'druker1992', 'dutta1988a', 'ehrenfeucht1988', 'ehrenfeucht1989', 'fahle1981a', 'fahle1991a', 'fahle1992a', 'fahle1993a', 'fahle1995a', 'fahle1997a', 'fahlen1993a', 'fahlman1974a', 'fahlman1979a', 'fahlman1980a', 'fahlman1981a', 'fahlman1981b', 'fahlman1985a', 'fahlman1987a', 'fahlman1988a', 'fahlman1988b', 'fahlman1990a', 'fahlman1990b', 'fahlman1991a', 'fahlman1991b', 'fahlman1991c', 'fahlman1993a', 'fahlman1993b', 'fahlman1996a', 'fahln1993a', 'fawcett1991', 'fawcett1992', 'fayyad1993', 'feder1995', 'forchheimer1983a', 'frankel1994a', 'freund0000a', 'freund1990', 'freund1992a', 'freund1992b', 'freund1992c', 'freund1993a', 'freund1993b', 'freund1993c', 'freund1995a', 'freund1995b', 'freund1995c', 'freund1995d', 'freund1995e', 'freund1995f', 'freund1996a', 'freund1996b', 'freund1996c', 'freund1996d', 'freund1996e', 'freund1997a', 'freund1997b', 'freund1997c', 'freund1997d', 'goldman1989', 'goldman1990', 'goldman1990a', 'goldman1990c', 'goldman1991', 'goldman1993', 'goldman1993a', 'goldman1995', 'hall1989', 'hampson1993', 'hampson1995', 'haussler1988', 'haussler1991', 'haussler1991c', 'haussler1991p', 'haussler1992', 'haussler1994', 'haussler1994a', 'haussler1996', 'helmbold1995', 'helmbold1995a', 'helmbold1996', 'helmbold1996a', 'helmbold1997', 'helmbold1997c', 'hendren1992a', 'herzog1995a', 'hoehfeld1992a', 'hu1996', 'huffman1993', 'johnson1982', 'jordan1993', 'kaelbling1993', 'kautz1993', 'kautz1995', 'kearns1987', 'kearns1987b', 'kearns1988', 'kearns1988a', 'kearns1988b', 'kearns1989', 'kearns1989a', 'kearns1990', 'kearns1990b', 'kearns1990c', 'kearns1992a', 'kearns1992c', 'kearns1993a', 'kearns1993b', 'kearns1993c', 'kearns1994a', 'kearns1994b', 'kearns1994c', 'kearns1994cryp', 'kearns1994d', 'kearns1994e', 'kearns1995a', 'kearns1995b', 'kearns1996a', 'kearns1996b', 'kearns1997a', 'kearns1997b', 'kearns1997c', 'kearns1998', 'kearns1999a', 'kearns1999b', 'kelly1991andjunk', 'kibler1978', 'kibler1981', 'kibler1983', 'kibler1985', 'kibler1988', 'kibler1988a', 'kibler1989', 'kibler1993', 'knoop1992a', 'knopp1992a', 'kriegel1993a', 'langendoen1992a', 'langley1986', 'lewis1996', 'littlestone', 'mccallum1993', 'mcdonald1987a', 'mehra1998', 'minton1992', 'mitchell1981', 'mitchell1983', 'mitchell1983ijcai', 'mitchell1993', 'mitchell1993ebl', 'mladenic', 'mladenic1993', 'moss1997', 'musick1992', 'nilsson1994', 'norvig1992', 'ortega1995andjunk', 'ourston1994', 'pazzani1990', 'pazzani1992', 'pfahler1997a', 'poggio1992a', 'poggio1992b', 'pope1992a', 'porter1986', 'quinlan1993', 'ragavan1993', 'rivest1987', 'rivest1987d', 'rivest1989', 'rivest1992', 'rivest1993', 'rivest1994', 'ruby1989', 'ruby1991', 'ruby1991a', 'ruby1992', 'rudy1992', 'rymon1993', 'safford1993', 'schapire', 'schapire1988', 'schapire1989', 'schapire1990', 'schapire1990[', 'schapire1990e', 'schapire1991', 'schapire1991l', 'schapire1992', 'schapire1992a', 'schapire1993', 'schapire1994', 'schapire1996', 'schapire1996p', 'schapire1997', 'schapire1997u', 'schapire1997um', 'schapire1998', 'schapire1998mm', 'schmill1998', 'schwartz1993', 'shapiro1980a', 'skiblics1996', 'sklansky1976', 'standish1976', 'steele1984a', 'steele1990a', 'stone1977', 'sudholt1992a', 'thrun1991a', 'torgo1990', 'torgo1995', 'utgoff1982aaai', 'utgoff1983', 'utgoff1984phd', 'utgoff1986book', 'utgoff1986mlii', 'utgoff1987', 'utgoff1988aaai', 'utgoff1988iid', 'utgoff1988pt', 'utgoff1989', 'utgoff1989mlw', 'utgoff1989pt', 'utgoff1989rp', 'utgoff1990', 'utgoff1991aaai', 'utgoff1991lmdt', 'utgoff1991mdt', 'utgoff1994', 'utgoff1995', 'utgoff1996', 'utgoff1996ks', 'utgoff1996mlii', 'utgoff1996va', 'utgoff1997', 'utgoff1997fa', 'utgoff1998', 'vitek1992a', 'walter1987a', 'webber1994', 'weber1994', 'weiss1993a', 'white1994a', 'wholey1984a', 'yee1990', 'zheng1993'}


@data
"Vitek, J., Horspool, R. N., and Uhl, J. S.", "1992.", "Compile-time analysis of object-oriented programs.", "Proceedings of the Fourth International Conference on Compiler Construction,", "In Kastens U. and Pfahler, P., Eds., volume 641 of Lecture Notes in Computer Science, (Paderborn, Germany, Oct.). Springer-Verlag, Berlin, Germany, pp. 236-250. ", "Vitek, J., Horspool, R. N., and Uhl, J. S. 1992. Compile-time analysis of object-oriented programs. In Kastens U. and Pfahler, P., Eds., Proceedings of the Fourth International Conference on Compiler Construction, volume 641 of Lecture Notes in Computer Science, (Paderborn, Germany, Oct.). Springer-Verlag, Berlin, Germany, pp. 236-250.", 'vitek1992a'
"Walter, J., Henke-Fahle, S. & Bonhoeffer, F.", "", "1987 Avoidance of posterior tectal membranes by temporal retinal axons.", "Development 101,", "909-913. ", "Walter, J., Henke-Fahle, S. & Bonhoeffer, F. 1987 Avoidance of posterior tectal membranes by temporal retinal axons. Development 101, 909-913.", 'walter1987a'
"Weiss, Y., Edelman, S., and Fahle, M.", "(1993).", "Models of perceptual learning in vernier hyperacuity.", "Neural Computation,", "5 695-718. 9 ", "Weiss, Y., Edelman, S., and Fahle, M. (1993). Models of perceptual learning in vernier hyperacuity. Neural Computation, 5 695-718. 9", 'weiss1993a'
"Weiss, Y., Edelman, S., and Fahle, M.", "(1993).", "Models of perceptual learning in vernier hyperacuity.", "Neural Computation,", "5 695-718. ", "Weiss, Y., Edelman, S., and Fahle, M. (1993). Models of perceptual learning in vernier hyperacuity. Neural Computation, 5 695-718.", 'weiss1993a'
"White, M. & Fahlman, S. E.", "(1994),", "\"Neural-bench benchmark collection\",", "", "Available by anonymous ftp to ftp.cs.cmu.edu in the /afs/cs/project/connect/bench directory. ", "White, M. & Fahlman, S. E. (1994), \"Neural-bench benchmark collection\", Available by anonymous ftp to ftp.cs.cmu.edu in the /afs/cs/project/connect/bench directory.", 'white1994a'
"Wholey, Skef, and Fahlman, Scott E. Kibler, D. & Aha, D. W.", "1984), (1987).", "The design of an instruction set for Common Lisp. Learning Representative Exemplars of Concepts: An Initial Case Study.", "In Proc. 1984 ACM Symposium on Lisp and Functional Programming. ACM SIGPLAN/SIGACT/SIGART Proceedings of the Fourth International Workshop on Machine Learning", "(Austin, Texas, August 150-158. (pp. 24-30). Irvine, CA: Morgan Kaufmann. ", "Wholey, Skef, and Fahlman, Scott E. The design of an instruction set for Common Lisp. In Proc. 1984 ACM Symposium on Lisp and Functional Programming. ACM SIGPLAN/SIGACT/SIGART (Austin, Texas, August 1984), 150-158. aha1987 Kibler, D. & Aha, D. W. (1987). Learning Representative Exemplars of Concepts: An Initial Case Study. Proceedings of the Fourth International Workshop on Machine Learning (pp. 24-30). Irvine, CA: Morgan Kaufmann.", 'wholey1984a'
"Kibler, D., & Aha, D. W.", "(1987).", "Learning representative exemplars of concepts: An initial case study.", "In Proceedings of the Fourth International Workshop on Machine Learning", "(pp.24-30. Irvine, CA: Morgan Kaufmann. ", "Kibler, D., & Aha, D. W. (1987). Learning representative exemplars of concepts: An initial case study. In Proceedings of the Fourth International Workshop on Machine Learning (pp.24-30. Irvine, CA: Morgan Kaufmann.", 'aha1987'
"Kibler, D., & Aha, D. W.", "(1987).", "Learning representative exemplars of concepts: An initial case study.", "In Proceedings of the Fourth International Workshop on Machine Learning", "pp. 24-30. Irvine, CA: Morgan Kaufmann. ", "Kibler, D., & Aha, D. W. (1987). Learning representative exemplars of concepts: An initial case study. In Proceedings of the Fourth International Workshop on Machine Learning pp. 24-30. Irvine, CA: Morgan Kaufmann.", 'aha1987'
"Kibler, D., & Aha, D. W.", "(1987).", "Learning representative exemplars of concepts: An initial case study.", "In Proceedings of the Fourth International Workshop on Machine Learning", "(pp. 24-30). Irvine, CA: Morgan Kaufmann. ", "Kibler, D., & Aha, D. W. (1987). Learning representative exemplars of concepts: An initial case study. In Proceedings of the Fourth International Workshop on Machine Learning (pp. 24-30). Irvine, CA: Morgan Kaufmann.", 'aha1987'
"Kibler, D., & Aha, D. W.", "(1987).", "Learning representative exemplars of concepts: An initial case study.", "In Proceedings of the Fourth International Workshop on Machine Learning", "pp. 24-30 Irvine, CA: Morgan Kaufmann. ", "Kibler, D., & Aha, D. W. (1987). Learning representative exemplars of concepts: An initial case study. In Proceedings of the Fourth International Workshop on Machine Learning pp. 24-30 Irvine, CA: Morgan Kaufmann.", 'aha1987'
"Kibler, D., and Aha, D.", "1987.", "Learning Representative Exemplars of Concepts: An Initial Case Study.", "In Proceedings of the 4th International Workshop on Machine Learning,", "24-30. ", "Kibler, D., and Aha, D. 1987. Learning Representative Exemplars of Concepts: An Initial Case Study. In Proceedings of the 4th International Workshop on Machine Learning, 24-30.", 'aha1987'
"Kibler, D., and Aha, D. W.", "(1987).", "Learning Representative Exemplars of Concepts: An Initial Case Study.", "In Proceedings of the Fourth International Workshop on Machine Learning.", "Irvine, CA: Morgan Kaufmann, 24-30. ", "Kibler, D., and Aha, D. W. (1987). Learning Representative Exemplars of Concepts: An Initial Case Study. In Proceedings of the Fourth International Workshop on Machine Learning. Irvine, CA: Morgan Kaufmann, 24-30.", 'aha1987'
"Kibler, D., and Aha David W.", "(1987).", "Learning representative exemplars of concepts: An initial case study.", "Proceedings of the Fourth International Workshop on Machine Learning,", "Irvine, CA: Morgan Kaufmann, pp. 24-30. ", "Kibler, D., and Aha David W. (1987). Learning representative exemplars of concepts: An initial case study. Proceedings of the Fourth International Workshop on Machine Learning, Irvine, CA: Morgan Kaufmann, pp. 24-30.", 'aha1987'
"Kibler, D., and David W. Aha,", "(1987).", "Learning representative exemplars of concepts: An initial case study.", "Proceedings of the Fourth International Workshop on Machine Learning.", "Irvine, CA: Morgan Kaufmann, pp. 24-30. ", "Kibler, D., and David W. Aha, (1987). Learning representative exemplars of concepts: An initial case study. Proceedings of the Fourth International Workshop on Machine Learning. Irvine, CA: Morgan Kaufmann, pp. 24-30.", 'aha1987'
"D. Kibler and D. W. Aha.", "1987.", "Learning representative exemplars of concepts: an initial case study.", "Proc. 4th International Workshop on Machine Learning,", "In P. Langley, editor, Kaufmann, Ca, ", "D. Kibler and D. W. Aha. Learning representative exemplars of concepts: an initial case study. In P. Langley, editor, Proc. 4th International Workshop on Machine Learning, Kaufmann, Ca, 1987.", 'aha1987'
"D. Kibler and D. Aha.", "1987.", "Learning representative exemplars of concepts: An initial case study.", "Proceedings of the Fourth International Workshop on Machine Learning,", "In Pat Langley, editor, pages 24-30. Los Altos: Morgan Kaufmann, ", "D. Kibler and D. Aha. Learning representative exemplars of concepts: An initial case study. In Pat Langley, editor, Proceedings of the Fourth International Workshop on Machine Learning, pages 24-30. Los Altos: Morgan Kaufmann, 1987.", 'aha1987'
"D. Kibler and D. Aha.", "1987.", "Learning representative exemplars of concepts: An initial case study.", "In Proc. of the 4 th International Workshop on Machine Learning,", "pages 24-30, Irvine, CA, ", "D. Kibler and D. Aha. Learning representative exemplars of concepts: An initial case study. In Proc. of the 4 th International Workshop on Machine Learning, pages 24-30, Irvine, CA, 1987.", 'aha1987'
"D. Kibler and D. W. Aha.", "1987.", "Learning representative exemplars of concepts: an initial case study.", "Proc. 4th International Workshop on Machine Learning,", "In P. Langley, editor, CA, Kaufmann. ", "D. Kibler and D. W. Aha. Learning representative exemplars of concepts: an initial case study. In P. Langley, editor, Proc. 4th International Workshop on Machine Learning, CA, 1987. Kaufmann.", 'aha1987'
"Kibler, D., and Aha, D.W.", "1987,", "Learning Representative Exemplars of Concepts: An Initial Case Study.", "In Proceedings of the Fourth International Workshop on Machine Learning,", "24-30. ", "Kibler, D., and Aha, D.W. Learning Representative Exemplars of Concepts: An Initial Case Study. In Proceedings of the Fourth International Workshop on Machine Learning, 1987, 24-30.", 'aha1987'
"D. Kibler and D. Aha.", "1987.", "Learning representative examplars of concepts; an initial study.", "In Proceedings of the Fourth International Workshop on Machine Learning,", "pages 24-29, UC-Irvine, ", "D. Kibler and D. Aha. Learning representative examplars of concepts; an initial study. In Proceedings of the Fourth International Workshop on Machine Learning, pages 24-29, UC-Irvine, 1987.", 'aha1987'
"Dennis Kibler and David W. Aha.", "1987.", "Learning representative exemplars of concepts: An initial case study.", "Proceedings of the Fourth International Workshop on Machine Learning,", "In Pat Langley, editor, pages 24-30. Morgan Kaufmann, Los Altos, California, ", "Dennis Kibler and David W. Aha. Learning representative exemplars of concepts: An initial case study. In Pat Langley, editor, Proceedings of the Fourth International Workshop on Machine Learning, pages 24-30. Morgan Kaufmann, Los Altos, California, 1987.", 'aha1987'
"D. Kibler and D. W. Aha,", "1987,", "\"Learning Representative Exemplars of Concepts: An Initial Case Study,\"", "Proceedings of the Fourth International Workshop on Machine Learning,", "Irvine, CA, June pp. 24-30. ", "D. Kibler and D. W. Aha, \"Learning Representative Exemplars of Concepts: An Initial Case Study,\" Proceedings of the Fourth International Workshop on Machine Learning, Irvine, CA, June 1987, pp. 24-30.", 'aha1987'
"Aha, D. & Kibler, D.", "(1989).", "Noise-tolerant instance based leanring algorithms.", "Proc. IJCAI-89", "pp. 794 799). ", "Aha, D. & Kibler, D. (1989). Noise-tolerant instance based leanring algorithms. Proc. IJCAI-89 pp. 794 799).", 'aha1989'
"Aha, D. & Kibler, D.", "(1989).", "Noise-tolerant instance-based leanring algorithms.", "Proc. IJCAI-89", "pp.794-799). ", "Aha, D. & Kibler, D. (1989). Noise-tolerant instance-based leanring algorithms. Proc. IJCAI-89 pp.794-799).", 'aha1989'
"Aha, D. & Kibler, D.", "(1989).", "Noise-tolerant instance-based learning algorithms.", "Proc. IJCAI-89", "pp.794-799). ", "Aha, D. & Kibler, D. (1989). Noise-tolerant instance-based learning algorithms. Proc. IJCAI-89 pp.794-799).", 'aha1989'
"Aha, D. & Kibler, D.", "(1989).", "Noise-tolerant instance-based learning algorithms.", "Proc. IJCAI-89", "pp.794-799. ", "Aha, D. & Kibler, D. (1989). Noise-tolerant instance-based learning algorithms. Proc. IJCAI-89 pp.794-799.", 'aha1989'
"Aha, D. W. & Kibler D.", "(1989).", "Noise-Tolerant Instance-Based Learning Algorithms.", "In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence (IJCAI-89),", "Los Altos, CA, pp. 794-799. Morgan Kaufmann. ", "Aha, D. W. & Kibler D. (1989). Noise-Tolerant Instance-Based Learning Algorithms. In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence (IJCAI-89), Los Altos, CA, pp. 794-799. Morgan Kaufmann.", 'aha1989'
"Aha, D. W. and Kibler, D.", "(1989).", "Noise-tolerant instance-based learning algorithms.", "In Eleventh International Joint Conference on Artificial Intelligence,", "pages 794-799. Morgan Kaufmann, San Mateo, CA. ", "Aha, D. W. and Kibler, D. (1989). Noise-tolerant instance-based learning algorithms. In Eleventh International Joint Conference on Artificial Intelligence, pages 794-799. Morgan Kaufmann, San Mateo, CA.", 'aha1989'
"Aha, D. W., & Kibler, D.", "(1989).", "Noise-tolerant instance-based learning algorithms.", "In Proceedings of the 1989 International Joint Conference on Artificial Intelligence.", "San Mateo, CA: Morgan Kaufmann. ", "Aha, D. W., & Kibler, D. (1989). Noise-tolerant instance-based learning algorithms. In Proceedings of the 1989 International Joint Conference on Artificial Intelligence. San Mateo, CA: Morgan Kaufmann.", 'aha1989'
"Aha, D. W., & Kibler, D.", "(1989).", "Noise-tolerant instance-based learning algorithms.", "In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence", "(pp. 794-799). Detroit, MI: Morgan Kaufmann. ", "Aha, D. W., & Kibler, D. (1989). Noise-tolerant instance-based learning algorithms. In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence (pp. 794-799). Detroit, MI: Morgan Kaufmann.", 'aha1989'
"Aha, D. W., & Kibler, D.", "(1989).", "Noise-tolerant instance-based learning algorithms.", "Proceedings of the Eleventh International Joint Conference on Artificial Intelligence", "(pp. 794-799). Detroit, Michigan: Morgan Kaufmann. ", "Aha, D. W., & Kibler, D. (1989). Noise-tolerant instance-based learning algorithms. Proceedings of the Eleventh International Joint Conference on Artificial Intelligence (pp. 794-799). Detroit, Michigan: Morgan Kaufmann.", 'aha1989'
"Aha, D. and Kibler, D.", "(1989)", "Noise-tolerant instace-based learning algorithms.", "Proceedings of the Eleventh International Joint Conference on 39 Artificial Intelligence", "(pp. 794-799). Detroit, MI: Morgan Kaufmann. ", "Aha, D. and Kibler, D. (1989) Noise-tolerant instace-based learning algorithms. Proceedings of the Eleventh International Joint Conference on 39 Artificial Intelligence (pp. 794-799). Detroit, MI: Morgan Kaufmann.", 'aha1989'
"Aha, D., & Kibler, D.", "(1989).", "Noise tolerant instance-based learning algorithms.", "Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,", "Detroit, MI: Morgan Kaufmann. ", "Aha, D., & Kibler, D. (1989). Noise tolerant instance-based learning algorithms. Proceedings of the Eleventh International Joint Conference on Artificial Intelligence, Detroit, MI: Morgan Kaufmann.", 'aha1989'
"Aha, D., & Kibler, D.", "(1989).", "Noise-tolerant Instance-based Learning Algorithms.", "Proceedings of the Eleventh International Joint Conference on Artificial Intelligence.", "Pages 794-799 Detroit, MI: Morgan Kaufmann. ", "Aha, D., & Kibler, D. (1989). Noise-tolerant Instance-based Learning Algorithms. Pages 794-799 Proceedings of the Eleventh International Joint Conference on Artificial Intelligence. Detroit, MI: Morgan Kaufmann.", 'aha1989'
"Aha, D.W., Kibler, D.", "(1989)", "Noise-tolerant instance-based learning algorithms,", "Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,", "794-799. ", "Aha, D.W., Kibler, D. (1989) Noise-tolerant instance-based learning algorithms, Proceedings of the Eleventh International Joint Conference on Artificial Intelligence, 794-799.", 'aha1989'
"D. Aha and D. Kibler.", "1989.", "Noise-tolerant instance-based learning algorithms.", "In Proceedings of IJCAI-89,", "pages 794-799, Detroit, MI, Morgan Kaufmann. ", "D. Aha and D. Kibler. Noise-tolerant instance-based learning algorithms. In Proceedings of IJCAI-89, pages 794-799, Detroit, MI, 1989. Morgan Kaufmann.", 'aha1989'
"Aha, D.W., and Kibler, D.,", "1989. 1989.", "Noise-tolerant Instance-based Learning Algorithms.", "in Proceedings of the Eleventh International Joint Conference on Artificial Intelligence", "(pp. 794-799), Detroit, MI. Published by Mor-gan Kaufmann, ", "Aha, D.W., and Kibler, D., 1989. Noise-tolerant Instance-based Learning Algorithms. in Proceedings of the Eleventh International Joint Conference on Artificial Intelligence (pp. 794-799), Detroit, MI. Published by Mor-gan Kaufmann, 1989.", 'aha1989'
"David W. Aha and Dennis Kibler.", "1989.", "Noise-tolerant instance-based learning algorithms.", "In IJCAI-89,", "pages 794-799, ", "David W. Aha and Dennis Kibler. Noise-tolerant instance-based learning algorithms. In IJCAI-89, pages 794-799, 1989.", 'aha1989'
"D.W. Aha and D. Kibler.", "1989.", "Noise-tolerant instance-based learning algorithm.", "In International Joint Conference on Artificial Intelligence,", "pages 794-799, Detroit, Morgan Kaufmann. ", "D.W. Aha and D. Kibler. Noise-tolerant instance-based learning algorithm. In International Joint Conference on Artificial Intelligence, pages 794-799, Detroit, 1989. Morgan Kaufmann.", 'aha1989'
"Aha, D. and Kibler, D.", "(1989).", "Noise-tolerant instance-based learning algorithms.", "Proceedings of the Eleventh Joint Conference on Artificial Intelligence", "(pp. 794-799). Morgan Kaufmann. 8 ", "Aha, D. and Kibler, D. (1989). Noise-tolerant instance-based learning algorithms. Proceedings of the Eleventh Joint Conference on Artificial Intelligence (pp. 794-799). Morgan Kaufmann. 8", 'aha1989'
"D. Aha and D. Kibler.", "1989.", "Noise-tolerant instance-based learning algorithms.", "In Proceedings of IJCAI-89,", "pages 794-799, Dtroit, MI, Morgan Kaufmann. ", "D. Aha and D. Kibler. Noise-tolerant instance-based learning algorithms. In Proceedings of IJCAI-89, pages 794-799, Dtroit, MI, 1989. Morgan Kaufmann.", 'aha1989'
"Aha, D. W., Kibler, D. & Albert, M. K.", "(1990).", "Instance-based learning algorithms.", "", "Draft submission to Machine Learning. ", "Aha, D. W., Kibler, D. & Albert, M. K. (1990). Instance-based learning algorithms. Draft submission to Machine Learning.", 'aha1990'
"AHA, D.W., KIBLER, D. and ALBERT, M.K", "1991,", "Instance-based learning algorithms,", "Machine Learning,", "Vol. <volume> 6, pp. 37-66. ", "AHA, D.W., KIBLER, D. and ALBERT, M.K Instance-based learning algorithms, Machine Learning, 1991, Vol. 6, pp. 37-66.", 'aha1991'
"AHA, D.W., KIBLER, D. and ALBERT, M.K.", "1991,", "Instance-based learning algorithms,", "Machine Learning,", "Vol. <volume> 6, pp. 37-66. ", "AHA, D.W., KIBLER, D. and ALBERT, M.K. Instance-based learning algorithms, Machine Learning, 1991, Vol. 6, pp. 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M.", "(1991).", "Instance-based learning algorithms.", "Machine Learning,", "7, 37-66. ", "Aha, D. W., Kibler, D., & Albert, M. (1991). Instance-based learning algorithms. Machine Learning, 7, 37-66.", 'aha1991'
"Aha, D.W., Kibler E., Albert M.K.:", "(1991)", "Instance-based learning algorithms.", "Machine Learning,", "6, 37-66. ", "Aha, D.W., Kibler E., Albert M.K.: Instance-based learning algorithms. Machine Learning, 6, (1991) 37-66.", 'aha1991'
"Aha, D.W., Kibler, D., and Albert, M.K.,", "1991.", "Instance-based learning algorithms,", "Machine Learning,", "6, pp. 37-66, ", "Aha, D.W., Kibler, D., and Albert, M.K., Instance-based learning algorithms, Machine Learning, 6, pp. 37-66, 1991.", 'aha1991'
"D. Aha, D. Kibler, and M. Albert.", "1991.", "Instance-based learning algorithms.", "Machine Learning,", "6 37-66, ", "D. Aha, D. Kibler, and M. Albert. Instance-based learning algorithms. Machine Learning, 6 37-66, 1991.", 'aha1991'
"D.W. Aha, D. Kibler, and M.K. Albert:", "1991.", "Instance-based learning algorithms,", "Machine Learning,", "6, 37-66, ", "D.W. Aha, D. Kibler, and M.K. Albert: Instance-based learning algorithms, Machine Learning, 6, 37-66, 1991.", 'aha1991'
"Aha, D. W., D. Kibler, and M. K. Albert,", "1991.", "``Instance Based Learning Algorithms,''", "Machine Learning,", "Vol 6, pp. 37-66, ", "Aha, D. W., D. Kibler, and M. K. Albert, ``Instance Based Learning Algorithms,'' Machine Learning, Vol 6, pp. 37-66, 1991.", 'aha1991'
"Aha, D. W., Kibler, D. & Albert, M. K.", "(1991),", "\"Instance-based learning algorithms\",", "Machine Learning 6(1),", "37-66. ", "Aha, D. W., Kibler, D. & Albert, M. K. (1991), \"Instance-based learning algorithms\", Machine Learning 6(1), 37-66.", 'aha1991'
"Aha, D. W., Kibler, D. & Albert, M. K.", "(1991),", "\"Instance-based learning algorithms\",", "Machine Learning 6(1),", "pp. 37-66. ", "Aha, D. W., Kibler, D. & Albert, M. K. (1991), \"Instance-based learning algorithms\", Machine Learning 6(1), pp. 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M.", "(1991).", "Instance-based learning algorithms.", "Machine Learning,", "6 (1), 37-66. ", "Aha, D. W., Kibler, D., & Albert, M. (1991). Instance-based learning algorithms. Machine Learning, 6 (1), 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M.", "(1991).", "Instance-based learning algorithms.", "Machine Learning,", "6 (1). ", "Aha, D. W., Kibler, D., & Albert, M. (1991). Instance-based learning algorithms. Machine Learning, 6 (1).", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M.", "(1991).", "`Instance-based learning algorithms'.", "Machine Learning,", "7, 37-66. ", "Aha, D. W., Kibler, D., & Albert, M. (1991). `Instance-based learning algorithms'. Machine Learning, 7, 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M.", "(1991b).", "Instance-based learning algorithms.", "Machine Learning,", "6, 37-66. ", "Aha, D. W., Kibler, D., & Albert, M. (1991b). Instance-based learning algorithms. Machine Learning, 6, 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M. K.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning,", "6, 37-66. ", "Aha, D. W., Kibler, D., & Albert, M. K. (1991). Instance-Based Learning Algorithms. Machine Learning, 6, 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M. K.", "(1991).", "Instance-based learning algorithms.", "Machine Learning,", "6 , 37-66. ", "Aha, D. W., Kibler, D., & Albert, M. K. (1991). Instance-based learning algorithms. Machine Learning, 6 , 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M. K.", "(1991).", "Instance-based learning algorithms.", "Machine Learning,", "6, 37-66. ", "Aha, D. W., Kibler, D., & Albert, M. K. (1991). Instance-based learning algorithms. Machine Learning, 6, 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M. K.", "(1991).", "Instance-based learning algorithms.", "Machine Learning ,", "6 , 37-66. ", "Aha, D. W., Kibler, D., & Albert, M. K. (1991). Instance-based learning algorithms. Machine Learning , 6 , 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., and Albert, M. K.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning", "6, 37-66. ", "Aha, D. W., Kibler, D., and Albert, M. K. (1991). Instance-Based Learning Algorithms. Machine Learning 6, 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., and Albert, M. K.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning", "6(1), 37-66. ", "Aha, D. W., Kibler, D., and Albert, M. K. (1991). Instance-Based Learning Algorithms. Machine Learning 6(1), 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., and Albert, M. K.", "(1991).", "Instance-based learning algorithms,", "Machine Learning", "6(1), 37-66. ", "Aha, D. W., Kibler, D., and Albert, M. K. (1991). Instance-based learning algorithms, Machine Learning 6(1), 37-66.", 'aha1991'
"Aha, D., Kibler D., and Albert, M.K", "(1991).", "Instance-Based Learning.", "Machine Learning", "6(1), pp.37-66. ", "Aha, D., Kibler D., and Albert, M.K (1991). Instance-Based Learning. Machine Learning 6(1), pp.37-66.", 'aha1991'
"Aha, D., Kibler, D. & Albert M.", "(1991).", "Instance-based learning algorithms.", "Machine learning,", "volume 6, pp 37-66. Boston, MA: Kluwer Publishers. ", "Aha, D., Kibler, D. & Albert M. (1991). Instance-based learning algorithms. Machine learning, volume 6, pp 37-66. Boston, MA: Kluwer Publishers.", 'aha1991'
